UID,top_rec
279,"[{50: 6.1186599024979325}, [50, 35, 54, 66, 42, 72, 12, 6, 100, 11]]"
280,"[{69: 7.766207357944841}, [69, 35, 39, 61, 66, 65, 93, 25, 80, 11]]"
281,"[{80: 3.327787789132339}, [80, 98, 73, 83, 72, 78, 100, 76, 89, 87]]"
282,"[{22: 2.845166649872656}, [22, 89, 10, 91, 38, 72, 34, 62, 14, 55]]"
283,"[{89: 2.041658298865531}, [89, 72, 29, 66, 62, 93, 65, 76, 68, 87]]"
284,"[{32: 3.301958637846534}, [32, 68, 36, 38, 53, 35, 22, 56, 64, 67]]"
285,"[{89: 0.02014392020483502}, [89, 81, 93, 76, 91, 97, 87, 72, 96, 36]]"
286,"[{93: 5.976242485889912}, [93, 83, 72, 80, 98, 97, 20, 14, 95, 18]]"
287,"[{47: 2.6164039751434913}, [47, 28, 32, 50, 49, 90, 82, 80, 42, 35]]"
288,"[{28: 6.466907044242436}, [28, 49, 54, 6, 47, 89, 78, 53, 12, 76]]"
289,"[{89: 1.7417605901786901}, [89, 97, 93, 76, 91, 83, 32, 94, 81, 36]]"
290,"[{85: 6.747639376402002}, [85, 73, 98, 83, 80, 77, 75, 72, 81, 79]]"
291,"[{89: 2.4458806182386663}, [89, 76, 87, 84, 92, 94, 91, 81, 99, 79]]"
292,"[{76: 5.836322380619967}, [76, 27, 31, 73, 35, 26, 28, 89, 100, 93]]"
293,"[{72: 5.418410651023344}, [72, 78, 73, 84, 28, 97, 79, 98, 27, 5]]"
294,"[{27: 4.9543853163573175}, [27, 32, 89, 21, 100, 72, 26, 39, 14, 3]]"
295,"[{38: 4.869443264494267}, [38, 46, 9, 55, 86, 100, 51, 81, 53, 64]]"
296,"[{89: 4.838603203125785}, [89, 29, 35, 53, 72, 88, 93, 87, 97, 6]]"
297,"[{61: 3.516751826211357}, [61, 89, 100, 6, 85, 78, 72, 80, 76, 77]]"
298,"[{31: 5.866321304361573}, [31, 61, 10, 42, 81, 89, 72, 91, 88, 2]]"
299,"[{53: 3.564699484808482}, [53, 72, 89, 31, 76, 49, 21, 80, 66, 81]]"
300,"[{29: 6.346131070150273}, [29, 27, 65, 11, 12, 26, 2, 72, 14, 42]]"
301,"[{89: 3.063237470246472}, [89, 72, 27, 83, 81, 53, 93, 54, 76, 97]]"
302,"[{32: 4.87153445878714}, [32, 72, 54, 89, 61, 81, 25, 93, 87, 88]]"
303,"[{55: 1.000735357428249}, [55, 78, 86, 36, 81, 43, 54, 53, 50, 5]]"
304,"[{31: 4.959337363646307}, [31, 76, 78, 50, 72, 36, 73, 45, 100, 80]]"
305,"[{89: 1.2498905650957903}, [89, 96, 95, 93, 84, 92, 78, 76, 88, 86]]"
306,"[{39: 8.155070245633485}, [39, 12, 4, 38, 24, 14, 40, 31, 48, 73]]"
307,"[{89: 2.695863497741807}, [89, 50, 36, 72, 76, 78, 35, 97, 88, 87]]"
308,"[{73: 5.217923853898965}, [73, 85, 89, 35, 36, 84, 49, 77, 14, 88]]"
309,"[{11: 3.925964274362644}, [11, 27, 48, 22, 1, 62, 34, 68, 3, 25]]"
310,"[{95: 6.864843047672192}, [95, 92, 84, 78, 63, 18, 38, 72, 20, 66]]"
311,"[{72: 5.895600884085798}, [72, 77, 42, 98, 50, 69, 82, 66, 62, 6]]"
312,"[{50: 6.66607950836509}, [50, 54, 36, 22, 11, 89, 10, 6, 26, 93]]"
313,"[{50: 1.6258126608801555}, [50, 91, 1, 96, 27, 66, 3, 46, 9, 67]]"
314,"[{93: 1.8401848811296808}, [93, 11, 47, 27, 10, 65, 45, 77, 22, 31]]"
315,"[{53: 5.440674813143751}, [53, 89, 100, 68, 83, 72, 98, 80, 14, 76]]"
316,"[{81: 3.5095531400245084}, [81, 34, 39, 27, 6, 14, 78, 89, 77, 17]]"
317,"[{65: 7.893800678185302}, [65, 14, 98, 72, 83, 80, 12, 76, 66, 89]]"
318,"[{89: 3.1277403527528387}, [89, 27, 10, 72, 93, 11, 65, 1, 21, 76]]"
319,"[{83: 4.188283482001235}, [83, 72, 35, 78, 91, 10, 5, 39, 81, 73]]"
320,"[{78: 7.110419818237708}, [78, 5, 89, 90, 50, 32, 72, 29, 84, 73]]"
321,"[{48: 5.193730582863628}, [48, 86, 19, 54, 91, 36, 96, 82, 93, 95]]"
322,"[{35: 7.903635338975616}, [35, 54, 27, 69, 100, 68, 46, 80, 6, 22]]"
323,"[{50: 0.10988926933918952}, [50, 15, 36, 18, 1, 29, 86, 91, 94, 88]]"
324,"[{36: 3.1408920045420765}, [36, 29, 72, 76, 83, 87, 81, 65, 96, 18]]"
325,"[{54: 4.145934888810673}, [54, 66, 10, 32, 48, 49, 28, 92, 12, 97]]"
326,"[{60: 5.859042619689484}, [60, 86, 94, 15, 1, 88, 7, 76, 53, 29]]"
327,"[{35: 6.55237087566038}, [35, 65, 27, 22, 89, 98, 81, 6, 47, 76]]"
328,"[{69: 4.702285928539572}, [69, 62, 54, 40, 72, 46, 25, 98, 1, 83]]"
329,"[{26: 5.659216611420743}, [26, 14, 81, 39, 72, 69, 53, 100, 88, 83]]"
330,"[{27: 7.889544683024346}, [27, 35, 89, 1, 65, 72, 93, 100, 83, 78]]"
331,"[{89: 3.0686815677752635}, [89, 62, 88, 93, 72, 76, 49, 78, 87, 96]]"
332,"[{68: 7.140451111205127}, [68, 61, 47, 93, 65, 92, 82, 70, 46, 84]]"
333,"[{29: 5.025064198821809}, [29, 62, 53, 36, 42, 72, 89, 83, 31, 66]]"
334,"[{76: 5.875674390778174}, [76, 72, 73, 89, 83, 53, 68, 88, 42, 14]]"
335,"[{35: 6.070186467336296}, [35, 29, 72, 65, 56, 61, 14, 83, 12, 2]]"
336,"[{32: 2.916337687779179}, [32, 29, 35, 48, 69, 77, 45, 81, 73, 38]]"
337,"[{89: 5.180302027215678}, [89, 62, 100, 72, 78, 12, 40, 6, 80, 69]]"
338,"[{21: 5.236475455332581}, [21, 34, 83, 72, 40, 79, 75, 53, 76, 77]]"
339,"[{72: 7.073225413320596}, [72, 62, 81, 76, 83, 89, 25, 68, 100, 78]]"
340,"[{53: 2.679102025401667}, [53, 35, 69, 72, 61, 7, 76, 81, 93, 65]]"
341,"[{89: 5.2376233405144985}, [89, 68, 62, 32, 36, 91, 97, 94, 82, 84]]"
342,"[{89: 3.2813771199699886}, [89, 36, 72, 76, 54, 88, 100, 81, 93, 78]]"
343,"[{72: 4.13621802376125}, [72, 89, 65, 73, 5, 90, 11, 70, 45, 22]]"
344,"[{50: 1.6665154696480646}, [50, 89, 81, 21, 5, 87, 72, 100, 83, 69]]"
345,"[{68: 9.448361906527825}, [68, 62, 94, 90, 76, 84, 91, 95, 55, 66]]"
346,"[{10: 1.8274813609018372}, [10, 66, 55, 11, 34, 29, 21, 80, 72, 94]]"
347,"[{27: 6.491185026905768}, [27, 31, 32, 61, 89, 72, 66, 80, 100, 14]]"
348,"[{89: 3.076703955179351}, [89, 32, 36, 49, 10, 93, 94, 76, 96, 1]]"
349,"[{11: 2.9110899700311954}, [11, 36, 89, 22, 94, 31, 86, 88, 43, 87]]"
350,"[{54: 1.7138558635802372}, [54, 9, 34, 89, 47, 6, 12, 62, 68, 14]]"
351,"[{27: 4.331011480404698}, [27, 62, 31, 49, 48, 56, 89, 6, 45, 46]]"
352,"[{50: 5.918337210474552}, [50, 29, 89, 27, 81, 100, 66, 26, 22, 83]]"
353,"[{36: 2.835539396744408}, [36, 10, 49, 94, 11, 40, 48, 72, 32, 78]]"
354,"[{50: 0.9814565458785249}, [50, 89, 36, 72, 83, 76, 93, 35, 97, 81]]"
355,"[{89: -1.0738299630250352}, [89, 96, 93, 95, 76, 92, 91, 86, 94, 87]]"
356,"[{52: 4.429364916976685}, [52, 28, 38, 68, 51, 48, 76, 21, 72, 25]]"
357,"[{36: 4.734528617244582}, [36, 49, 89, 62, 68, 31, 72, 83, 88, 45]]"
358,"[{89: 1.1700328075166118}, [89, 27, 32, 10, 72, 76, 93, 81, 21, 29]]"
359,"[{35: -3.479952357037956}, [35, 17, 31, 56, 21, 11, 48, 46, 22, 16]]"
360,"[{27: 2.7285208892692037}, [27, 69, 21, 49, 72, 65, 93, 25, 95, 70]]"
361,"[{35: 5.805160696136987}, [35, 53, 36, 88, 68, 93, 96, 42, 19, 8]]"
362,"[{54: 3.7582358983694446}, [54, 72, 61, 26, 14, 89, 34, 6, 76, 83]]"
363,"[{89: 4.787984632491791}, [89, 54, 93, 31, 14, 76, 97, 48, 46, 42]]"
364,"[{89: 4.0231624583275005}, [89, 97, 93, 72, 76, 87, 96, 91, 95, 94]]"
365,"[{78: 4.190310993498633}, [78, 76, 73, 89, 77, 80, 72, 93, 83, 91]]"
366,"[{1: 4.35606459210508}, [1, 53, 66, 49, 88, 100, 68, 96, 42, 86]]"
367,"[{15: 1.3143655228630289}, [15, 89, 97, 63, 11, 96, 37, 43, 67, 92]]"
368,"[{10: 4.859887722031699}, [10, 1, 55, 89, 95, 22, 93, 60, 96, 94]]"
369,"[{53: 5.614881885922429}, [53, 35, 32, 80, 29, 100, 73, 89, 78, 72]]"
370,"[{89: 3.428024888430048}, [89, 66, 93, 88, 87, 76, 72, 96, 97, 91]]"
371,"[{49: 5.196834561681445}, [49, 54, 89, 53, 50, 93, 76, 72, 91, 96]]"
372,"[{89: 7.401034627282572}, [89, 72, 93, 26, 88, 81, 78, 100, 98, 90]]"
373,"[{50: 4.235802246625336}, [50, 72, 42, 21, 61, 98, 14, 11, 80, 66]]"
374,"[{89: 2.6560531224650568}, [89, 1, 88, 94, 97, 45, 86, 91, 93, 96]]"
375,"[{89: 3.4110033690026995}, [89, 54, 91, 93, 53, 49, 95, 50, 14, 18]]"
376,"[{53: 5.4047923891588265}, [53, 35, 62, 65, 89, 72, 42, 81, 83, 91]]"
377,"[{89: 2.352442813058009}, [89, 15, 32, 99, 55, 71, 85, 27, 63, 44]]"
378,"[{76: 4.879926487151727}, [76, 81, 98, 93, 88, 91, 82, 4, 62, 94]]"
379,"[{36: 5.314003396317785}, [36, 56, 65, 54, 89, 66, 26, 76, 2, 8]]"
380,"[{22: 5.3644817598818015}, [22, 50, 1, 3, 2, 55, 56, 34, 100, 60]]"
381,"[{27: 4.850375117752603}, [27, 72, 68, 39, 89, 61, 69, 42, 48, 56]]"
382,"[{10: 1.0031163594660943}, [10, 94, 86, 97, 91, 60, 81, 83, 21, 98]]"
383,"[{35: 9.020429424473198}, [35, 21, 27, 26, 53, 50, 47, 68, 66, 85]]"
384,"[{19: 2.809921515320583}, [19, 36, 66, 48, 76, 47, 73, 5, 82, 72]]"
385,"[{52: 3.6692005906482503}, [52, 34, 26, 39, 66, 56, 72, 40, 35, 89]]"
386,"[{89: 1.974799917973459}, [89, 72, 76, 93, 91, 83, 65, 87, 21, 81]]"
387,"[{21: 2.264513851152617}, [21, 98, 50, 34, 42, 52, 53, 72, 25, 22]]"
388,"[{50: 7.299909063243273}, [50, 35, 36, 62, 27, 46, 89, 21, 95, 91]]"
389,"[{100: 6.631402884206567}, [100, 50, 14, 11, 36, 53, 98, 81, 61, 72]]"
390,"[{89: 6.5518530414076155}, [89, 72, 76, 93, 61, 27, 83, 91, 78, 97]]"
391,"[{34: 5.020707450813765}, [34, 39, 66, 56, 40, 45, 53, 3, 62, 72]]"
392,"[{50: 7.3155679376219735}, [50, 32, 54, 2, 76, 31, 93, 65, 25, 63]]"
393,"[{89: 6.140196064564456}, [89, 96, 92, 84, 32, 54, 69, 47, 73, 31]]"
394,"[{10: 2.557295639629046}, [10, 34, 94, 67, 95, 86, 96, 9, 24, 46]]"
395,"[{89: -1.3043894627648307}, [89, 36, 27, 69, 3, 21, 97, 54, 39, 96]]"
396,"[{80: 6.190978493551927}, [80, 99, 70, 25, 75, 20, 4, 45, 91, 63]]"
397,"[{89: 2.435344054952438}, [89, 50, 91, 81, 32, 72, 88, 76, 1, 83]]"
398,"[{89: 1.7615189105358726}, [89, 32, 76, 93, 96, 97, 94, 88, 50, 72]]"
399,"[{50: 7.891879269326234}, [50, 39, 25, 12, 81, 72, 38, 100, 11, 2]]"
400,"[{38: 7.07420377379824}, [38, 100, 48, 81, 93, 72, 89, 42, 83, 53]]"
401,"[{21: 1.8413075853674696}, [21, 100, 42, 72, 83, 89, 81, 98, 34, 93]]"
402,"[{89: 1.3242294777221641}, [89, 29, 27, 72, 76, 93, 83, 21, 87, 81]]"
403,"[{89: 5.391217819288921}, [89, 29, 54, 88, 68, 66, 72, 93, 97, 91]]"
404,"[{78: 9.044107651600966}, [78, 92, 89, 84, 98, 12, 66, 14, 75, 59]]"
405,"[{68: 2.139698069296142}, [68, 97, 76, 61, 9, 20, 69, 40, 59, 60]]"
406,"[{89: 4.188395579312584}, [89, 49, 48, 72, 93, 83, 36, 76, 66, 78]]"
407,"[{47: 10.0}, [47, 66, 10, 94, 55, 82, 86, 77, 6, 49]]"
408,"[{27: 6.317631210969099}, [27, 73, 80, 52, 72, 50, 78, 83, 76, 98]]"
409,"[{50: 2.618112929162947}, [50, 36, 89, 72, 83, 76, 81, 87, 93, 100]]"
410,"[{89: 1.8492924914226805}, [89, 50, 36, 68, 76, 93, 78, 96, 54, 61]]"
411,"[{32: 3.9758482462405205}, [32, 36, 66, 47, 88, 93, 91, 72, 76, 94]]"
412,"[{89: 1.8040755039891072}, [89, 31, 72, 53, 66, 65, 76, 34, 93, 81]]"
413,"[{32: 2.506502618207509}, [32, 49, 68, 72, 61, 29, 81, 78, 76, 83]]"
414,"[{89: 3.8892342154786554}, [89, 27, 72, 50, 32, 80, 78, 77, 65, 86]]"
415,"[{89: 3.818006532707095}, [89, 50, 93, 29, 72, 76, 28, 91, 97, 47]]"
416,"[{62: 9.018669898139848}, [62, 19, 28, 68, 23, 10, 94, 48, 63, 78]]"
417,"[{89: 4.188187465518398}, [89, 42, 32, 14, 93, 97, 10, 46, 22, 91]]"
418,"[{14: 5.118351838801306}, [14, 26, 72, 39, 12, 49, 6, 83, 47, 34]]"
419,"[{26: 7.3216709355810545}, [26, 14, 69, 78, 72, 89, 76, 36, 83, 19]]"
420,"[{32: 7.5197415286128955}, [32, 26, 68, 34, 72, 22, 89, 81, 11, 76]]"
421,"[{89: 0.4387148710415767}, [89, 27, 50, 93, 10, 76, 1, 88, 72, 87]]"
422,"[{62: 4.648623648253233}, [62, 49, 89, 54, 66, 69, 53, 27, 97, 76]]"
423,"[{11: 6.857906897256759}, [11, 31, 65, 35, 56, 66, 72, 62, 10, 83]]"
424,"[{95: 2.9735522080445183}, [95, 89, 91, 9, 1, 86, 96, 94, 88, 64]]"
425,"[{89: 5.134292104461183}, [89, 72, 76, 93, 29, 36, 73, 100, 77, 83]]"
426,"[{6: 3.0145890980415224}, [6, 81, 34, 100, 26, 72, 80, 54, 87, 76]]"
427,"[{69: 6.997739790010343}, [69, 35, 38, 66, 100, 25, 45, 56, 2, 89]]"
428,"[{73: 4.708893661825873}, [73, 53, 76, 29, 93, 100, 28, 88, 81, 19]]"
429,"[{89: 3.3264537433065504}, [89, 68, 32, 96, 28, 95, 91, 36, 97, 94]]"
430,"[{50: 3.5023307177589587}, [50, 14, 11, 22, 100, 55, 72, 12, 87, 61]]"
431,"[{50: 7.732911122414784}, [50, 56, 46, 89, 15, 72, 88, 83, 76, 91]]"
432,"[{22: 6.690417230784647}, [22, 51, 39, 26, 46, 3, 50, 6, 81, 80]]"
433,"[{32: 5.3861360585114095}, [32, 91, 94, 56, 88, 10, 50, 22, 78, 73]]"
434,"[{89: -0.4687708147535452}, [89, 87, 93, 76, 36, 88, 78, 91, 95, 96]]"
435,"[{62: 7.2532849339198915}, [62, 68, 91, 50, 49, 94, 10, 48, 36, 1]]"
436,"[{50: 1.8766685780776622}, [50, 89, 72, 29, 87, 69, 76, 42, 1, 93]]"
437,"[{89: -2.3592547081399733}, [89, 36, 32, 35, 72, 76, 83, 81, 54, 56]]"
438,"[{11: 7.182840959150338}, [11, 52, 31, 46, 27, 14, 61, 50, 66, 6]]"
439,"[{7: 4.840975128814385}, [7, 44, 89, 95, 86, 88, 96, 94, 91, 97]]"
440,"[{29: 3.0709856337096375}, [29, 10, 53, 1, 14, 12, 49, 81, 89, 72]]"
441,"[{36: 6.302058956348144}, [36, 66, 35, 80, 32, 68, 31, 89, 53, 72]]"
442,"[{50: 5.48308800812688}, [50, 72, 78, 89, 100, 11, 6, 73, 14, 98]]"
443,"[{6: 8.257898018842535}, [6, 14, 34, 55, 31, 68, 27, 100, 36, 89]]"
444,"[{89: 1.743864198783587}, [89, 76, 72, 78, 93, 73, 65, 80, 77, 87]]"
445,"[{62: 5.687002827252124}, [62, 28, 36, 66, 89, 61, 29, 56, 26, 6]]"
446,"[{50: 4.397385870470571}, [50, 35, 89, 36, 21, 72, 42, 76, 48, 93]]"
447,"[{27: 5.637098855277651}, [27, 14, 36, 2, 53, 9, 51, 43, 1, 23]]"
448,"[{89: 3.3300763174564203}, [89, 49, 93, 54, 97, 76, 91, 96, 6, 72]]"
449,"[{35: 7.3696804724120994}, [35, 83, 62, 82, 80, 98, 39, 42, 61, 40]]"
450,"[{54: 7.313723995552317}, [54, 68, 49, 47, 78, 83, 12, 14, 48, 77]]"
451,"[{29: 3.6810578559776026}, [29, 62, 60, 68, 26, 94, 93, 72, 63, 28]]"
452,"[{89: 0.6717478709387246}, [89, 72, 81, 11, 87, 93, 3, 100, 88, 76]]"
453,"[{49: 4.712749586409167}, [49, 32, 21, 90, 26, 27, 82, 87, 34, 11]]"
454,"[{29: 5.259703296128922}, [29, 7, 8, 31, 49, 61, 72, 93, 91, 88]]"
455,"[{50: 6.799594055865091}, [50, 48, 6, 76, 83, 88, 23, 22, 82, 34]]"
456,"[{80: 6.177119852515789}, [80, 83, 73, 100, 39, 78, 98, 72, 77, 29]]"
457,"[{32: 3.0759859685477107}, [32, 97, 27, 31, 66, 61, 42, 46, 10, 96]]"
458,"[{35: 1.7286537359021108}, [35, 80, 65, 79, 97, 42, 21, 14, 92, 99]]"
459,"[{89: 6.405004565297408}, [89, 45, 72, 46, 25, 6, 39, 76, 38, 83]]"
460,"[{89: 1.188566476041521}, [89, 35, 36, 32, 96, 76, 56, 47, 46, 63]]"
461,"[{81: 0.595753891578018}, [81, 83, 98, 100, 72, 35, 87, 89, 76, 80]]"
462,"[{89: 3.366747546373878}, [89, 83, 91, 93, 41, 23, 48, 97, 69, 76]]"
463,"[{47: 8.625002163077173}, [47, 32, 35, 50, 89, 48, 23, 97, 34, 72]]"
464,"[{35: 1.8679595116281433}, [35, 72, 76, 87, 80, 93, 83, 91, 81, 88]]"
465,"[{54: 4.9315979877635865}, [54, 53, 89, 56, 72, 14, 76, 100, 83, 88]]"
466,"[{54: 8.397449011544158}, [54, 65, 100, 12, 83, 68, 72, 7, 89, 81]]"
467,"[{83: 5.494597876118403}, [83, 100, 29, 50, 31, 97, 61, 12, 52, 92]]"
468,"[{62: 10.0}, [62, 68, 61, 27, 50, 66, 38, 47, 12, 39]]"
469,"[{62: 5.802996177903102}, [62, 68, 38, 12, 11, 89, 29, 72, 78, 76]]"
470,"[{50: 6.510896270697973}, [50, 65, 100, 14, 69, 35, 39, 12, 52, 34]]"
471,"[{62: 7.252996237874505}, [62, 89, 93, 76, 72, 91, 83, 87, 14, 92]]"
472,"[{72: -0.3829654137737295}, [72, 76, 89, 83, 81, 87, 93, 100, 98, 73]]"
473,"[{50: 4.584328044206483}, [50, 89, 53, 91, 97, 84, 93, 90, 72, 95]]"
474,"[{89: 4.63495222212781}, [89, 83, 21, 11, 61, 52, 19, 69, 62, 54]]"
475,"[{73: 6.8117710431622065}, [73, 87, 53, 62, 39, 97, 14, 56, 51, 12]]"
476,"[{89: 2.1462281092567648}, [89, 93, 72, 87, 76, 81, 97, 88, 91, 94]]"
477,"[{27: 7.298403533910873}, [27, 35, 54, 12, 29, 89, 72, 6, 26, 39]]"
478,"[{53: 0.7695727930710352}, [53, 81, 35, 21, 32, 87, 100, 76, 83, 93]]"
479,"[{89: 2.4029612559448514}, [89, 72, 93, 88, 76, 21, 81, 87, 48, 100]]"
480,"[{32: 6.044298133624023}, [32, 61, 54, 68, 35, 29, 89, 76, 72, 47]]"
481,"[{62: 9.349014982237748}, [62, 53, 35, 72, 89, 76, 83, 93, 92, 87]]"
482,"[{1: -0.8219579267334982}, [1, 49, 3, 11, 84, 100, 90, 26, 85, 14]]"
483,"[{89: 1.7326360504351124}, [89, 35, 49, 69, 76, 72, 91, 93, 97, 87]]"
484,"[{72: -1.088745405995425}, [72, 21, 85, 75, 29, 66, 31, 39, 98, 55]]"
485,"[{1: 9.109418485218884}, [1, 22, 38, 29, 40, 4, 51, 53, 97, 70]]"
486,"[{89: 1.0593575673901383}, [89, 72, 76, 87, 27, 93, 21, 83, 81, 88]]"
487,"[{81: 1.002715377534309}, [81, 83, 100, 98, 89, 87, 52, 51, 91, 27]]"
488,"[{65: 4.445845515253293}, [65, 61, 2, 11, 14, 42, 12, 49, 46, 81]]"
489,"[{35: 6.548006598943006}, [35, 89, 83, 42, 72, 21, 76, 93, 91, 26]]"
490,"[{89: 2.4218570973312463}, [89, 76, 72, 91, 81, 87, 78, 88, 94, 73]]"
491,"[{65: 5.987688440666776}, [65, 73, 39, 35, 42, 50, 79, 75, 36, 19]]"
492,"[{26: 4.331585980077944}, [26, 31, 53, 32, 49, 38, 48, 45, 55, 23]]"
493,"[{100: 9.142398050688168}, [100, 11, 39, 81, 98, 56, 72, 83, 89, 85]]"
494,"[{50: 6.494460743908783}, [50, 53, 36, 89, 21, 68, 26, 72, 6, 81]]"
495,"[{35: 0.20515498824397516}, [35, 32, 66, 19, 78, 15, 58, 13, 22, 23]]"
496,"[{29: 3.650744611435888}, [29, 72, 89, 81, 88, 25, 39, 76, 47, 93]]"
497,"[{89: 4.071572986134273}, [89, 91, 93, 54, 96, 76, 94, 95, 97, 88]]"
498,"[{89: 4.22805970453819}, [89, 47, 78, 72, 76, 80, 93, 28, 83, 73]]"
499,"[{89: 5.337981521297448}, [89, 91, 94, 96, 66, 93, 92, 54, 87, 76]]"
500,"[{89: -0.47464831973597765}, [89, 95, 87, 91, 8, 86, 81, 93, 96, 88]]"
501,"[{93: 3.3849771866867098}, [93, 81, 73, 96, 39, 53, 12, 78, 26, 97]]"
502,"[{100: 6.74295617371554}, [100, 53, 34, 69, 51, 22, 35, 11, 80, 54]]"
503,"[{27: 8.224997337928965}, [27, 35, 12, 72, 21, 100, 39, 83, 80, 89]]"
504,"[{29: 6.6663521577330425}, [29, 32, 60, 13, 89, 42, 81, 72, 48, 1]]"
505,"[{36: 5.23341842508788}, [36, 62, 89, 35, 68, 56, 14, 26, 19, 98]]"
506,"[{27: 5.373242488402508}, [27, 89, 11, 61, 38, 6, 84, 81, 88, 25]]"
507,"[{83: 0.694485013492065}, [83, 75, 76, 72, 98, 89, 78, 21, 50, 93]]"
508,"[{38: 1.11453327970679}, [38, 22, 67, 34, 96, 53, 26, 59, 70, 40]]"
509,"[{3: 1.0753265442660682}, [3, 5, 89, 11, 60, 87, 88, 15, 93, 85]]"
510,"[{62: 1.846563727627059}, [62, 27, 69, 6, 72, 76, 88, 73, 80, 2]]"
511,"[{89: 2.5531303951968622}, [89, 50, 27, 81, 72, 93, 88, 76, 31, 87]]"
512,"[{36: 3.9526091668124064}, [36, 89, 72, 76, 83, 93, 61, 88, 97, 78]]"
513,"[{89: 4.3989962205936495}, [89, 62, 54, 72, 68, 93, 56, 88, 100, 78]]"
514,"[{89: 6.148973230319019}, [89, 92, 88, 94, 47, 93, 95, 87, 76, 86]]"
515,"[{36: 1.7566608615550563}, [36, 89, 66, 38, 35, 23, 96, 47, 94, 40]]"
516,"[{89: 0.7211972944502425}, [89, 50, 29, 46, 97, 65, 84, 93, 95, 12]]"
517,"[{89: 3.0059476117044546}, [89, 72, 93, 76, 78, 53, 61, 87, 11, 91]]"
518,"[{50: 3.7406633572028185}, [50, 11, 89, 72, 100, 21, 85, 76, 3, 81]]"
519,"[{50: 4.315947805858983}, [50, 27, 36, 3, 31, 21, 81, 25, 100, 53]]"
520,"[{89: 7.741958900974336}, [89, 28, 32, 48, 82, 90, 84, 91, 78, 97]]"
521,"[{32: 7.223481558393411}, [32, 62, 89, 31, 72, 93, 28, 88, 46, 76]]"
522,"[{36: 3.7833214296861577}, [36, 27, 72, 83, 31, 53, 81, 100, 62, 98]]"
523,"[{42: 6.2260897227183465}, [42, 100, 69, 46, 98, 72, 83, 68, 81, 80]]"
524,"[{11: 9.539130767209544}, [11, 70, 31, 42, 89, 21, 94, 72, 76, 50]]"
525,"[{50: 7.572274179605611}, [50, 53, 32, 68, 96, 49, 89, 72, 88, 92]]"
526,"[{69: 5.261630414269353}, [69, 54, 35, 62, 10, 25, 14, 89, 72, 39]]"
527,"[{62: 6.965025582656029}, [62, 54, 31, 22, 11, 26, 3, 18, 42, 28]]"
528,"[{27: 7.673199762880287}, [27, 3, 45, 25, 31, 48, 100, 52, 59, 78]]"
529,"[{100: 7.949650501220326}, [100, 21, 12, 26, 42, 14, 46, 54, 81, 72]]"
530,"[{96: 5.018746674922092}, [96, 18, 90, 28, 84, 92, 20, 9, 55, 73]]"
531,"[{89: 4.629281534215114}, [89, 76, 93, 78, 96, 92, 72, 73, 83, 70]]"
532,"[{50: 2.246141646526183}, [50, 32, 73, 72, 76, 87, 93, 81, 20, 77]]"
533,"[{29: 6.669331317174416}, [29, 89, 72, 56, 93, 83, 3, 76, 81, 47]]"
534,"[{50: 6.607400300694195}, [50, 36, 32, 38, 53, 46, 10, 31, 26, 48]]"
535,"[{1: 2.648403663287697}, [1, 50, 96, 10, 94, 88, 95, 91, 60, 93]]"
536,"[{83: 4.925399102060707}, [83, 14, 39, 81, 72, 100, 78, 89, 80, 26]]"
537,"[{35: 7.663232846194172}, [35, 38, 50, 36, 54, 31, 47, 89, 72, 83]]"
538,"[{89: 3.693647998920717}, [89, 2, 53, 49, 46, 88, 61, 94, 28, 93]]"
539,"[{89: 3.90747526842524}, [89, 91, 76, 81, 93, 87, 88, 83, 61, 86]]"
540,"[{72: 0.9528010267923135}, [72, 76, 73, 87, 53, 89, 80, 78, 93, 83]]"
541,"[{29: 10.0}, [29, 83, 56, 22, 96, 39, 48, 60, 86, 82]]"
542,"[{49: 1.8438272166859386}, [49, 1, 10, 87, 93, 48, 88, 38, 72, 6]]"
543,"[{81: 2.5004924613269877}, [81, 83, 98, 100, 36, 87, 76, 26, 89, 93]]"
544,"[{53: 0.5552837668552257}, [53, 22, 87, 56, 97, 66, 28, 11, 92, 3]]"
545,"[{32: 7.897501959762046}, [32, 68, 28, 40, 48, 11, 100, 83, 72, 98]]"
546,"[{62: 6.168044159855844}, [62, 36, 61, 100, 56, 14, 72, 12, 83, 11]]"
547,"[{29: 7.769077908889246}, [29, 36, 69, 91, 38, 2, 10, 39, 40, 45]]"
548,"[{10: 4.343630390535578}, [10, 36, 62, 89, 93, 94, 48, 91, 86, 72]]"
549,"[{10: 5.312330778719278}, [10, 18, 64, 37, 91, 22, 58, 97, 89, 43]]"
550,"[{93: 5.288570213059204}, [93, 73, 97, 82, 100, 90, 62, 65, 28, 31]]"
551,"[{35: 5.014922309805488}, [35, 14, 46, 78, 77, 88, 48, 92, 94, 70]]"
552,"[{89: 5.697996823825312}, [89, 95, 94, 38, 91, 90, 54, 10, 82, 93]]"
553,"[{78: 4.238217496696176}, [78, 27, 72, 76, 53, 80, 93, 89, 69, 100]]"
554,"[{44: 3.0847005774389813}, [44, 57, 86, 94, 55, 9, 95, 22, 67, 96]]"
555,"[{50: 2.6960429285334473}, [50, 29, 60, 53, 8, 49, 62, 88, 95, 93]]"
556,"[{32: 4.9716979709126}, [32, 47, 65, 72, 94, 76, 91, 93, 96, 86]]"
